Fecha,Producto,Cantidad,Precio,Ciudad,Cliente,Total
2025-07-27,Teclado,2,627.51,Guadalajara,Lic. Mariana Ferrer,1255.02
2024-09-27,Audífonos,9,1054.14,Puebla,Arcelia Sosa Pineda,9487.26
2025-02-24,Teclado,2,1483.67,Cancún,Dalia Karina Delgado Villagómez,2967.34
2025-02-14,Teclado,8,1910.78,Querétaro,Andrea Luna,15286.24
2025-07-11,Smartphone,7,827.48,Cancún,Jonás Parra Zúñiga,5792.360000000001
2025-01-28,Teclado,10,401.82,Ciudad de México,Jos Balderas Portillo,4018.2
2025-06-27,Mouse,5,1409.53,Ciudad de México,Lic. Pilar Sauceda,7047.65
2024-11-02,Laptop,6,1996.39,Ciudad de México,Pedro Aguilera,11978.34
2024-12-28,Mouse,6,209.99,Ciudad de México,Adela Noriega Montez,1259.94
2025-02-12,Impresora,8,1411.54,Monterrey,Genaro José Luis Reynoso Suárez,11292.32
2025-03-10,Smartphone,6,898.24,Querétaro,Anel Julio Rendón,5389.4400000000005
2024-11-18,Laptop,3,117.47,Puebla,Sr(a). Dolores Tovar,352.40999999999997
2024-09-09,Teclado,3,880.11,Guadalajara,Isabel Rubén Lucero,2640.33
2025-01-09,Impresora,1,1250.89,Cancún,Teresa Rosario Ureña,1250.89
2024-10-14,Impresora,6,1441.07,Toluca,Arturo Hernández,8646.42
2024-09-10,Cámara,7,1883.95,Toluca,Adela Sonia Salcido Rico,13187.65
2025-01-04,Monitor,8,325.82,Puebla,Teresa Nayeli Puente,2606.56
2025-06-01,Tablet,4,318.96,Puebla,Maximiliano de la Fuente Centeno,1275.84
2025-05-12,Impresora,9,1974.42,Cancún,Úrsula Zavala Borrego,17769.78
2025-02-23,Cámara,10,355.7,Puebla,Dalia Iván Covarrubias,3557.0
2025-03-31,Smartphone,4,1976.97,Guadalajara,Ivonne Pamela Ayala,7907.88
2024-12-21,Teclado,1,663.58,Toluca,Dalia Dolores Delgado Sanabria,663.58
2025-05-03,Monitor,8,610.72,Querétaro,Lucas Carmona Salas,4885.76
2025-06-20,Cámara,10,1073.11,Cancún,Inés Conchita Godoy Soria,10731.099999999999
2025-02-04,Teclado,2,1428.78,Cancún,Emilio Valle de León,2857.56
2024-08-21,Monitor,9,353.06,Querétaro,Miguel Ángel Razo Rodrígez,3177.54
2025-02-16,Tablet,3,1530.02,Ciudad de México,Lic. María Elena Esparza,4590.0599999999995
2025-07-01,Impresora,2,1386.4,Ciudad de México,Reynaldo Rocío Ojeda Montez,2772.8
2025-08-05,Monitor,9,1735.26,Monterrey,Guillermo Baeza Gamez,15617.34
2024-12-08,Monitor,9,1015.63,Cancún,Eloisa Zaragoza,9140.67
2025-03-27,Cámara,8,396.58,Puebla,Abelardo Arturo Gallardo,3172.64
2024-12-11,Monitor,9,241.46,Toluca,Elena Hermelinda Varela,2173.14
2025-06-04,Teclado,8,332.39,Monterrey,Andrés Reynaldo Villalpando,2659.12
2025-01-31,Monitor,1,762.97,Querétaro,Horacio Tejada,762.97
2025-04-25,Monitor,5,1853.58,Ciudad de México,Dalia Quesada,9267.9
2025-07-03,Monitor,9,411.73,Ciudad de México,Fidel Georgina Ybarra,3705.57
2024-11-30,Tablet,1,579.95,Toluca,Hilda Delia Mayorga Amador,579.95
2024-11-03,Audífonos,3,1829.93,Guadalajara,Mayte Óscar Enríquez,5489.79
2024-10-31,Smartphone,10,898.26,Cancún,Darío Marrero Mondragón,8982.6
2024-08-19,Smartphone,9,1933.59,Cancún,Lic. Hermelinda Villalpando,17402.309999999998
2025-04-11,Impresora,6,1822.54,Guadalajara,Wendolin Cantú del Valle,10935.24
2025-01-17,Mouse,6,405.64,Querétaro,Eugenia Segura Valdivia,2433.84
2025-02-24,Teclado,3,1368.13,Cancún,Claudia Gamez Delgado,4104.39
2025-03-07,Monitor,2,782.66,Toluca,Conchita Lerma,1565.32
2025-02-24,Cámara,10,855.89,Ciudad de México,Sr(a). Berta Escobar,8558.9
2025-03-13,Impresora,5,619.89,Ciudad de México,Daniel Rincón Arellano,3099.45
2024-08-24,Tablet,9,1929.15,Querétaro,Dr. Teodoro Guzmán,17362.350000000002
2025-02-24,Cámara,5,112.1,Toluca,Cornelio Moya,560.5
2024-09-03,Laptop,5,1961.68,Monterrey,Arturo Rodolfo Amaya,9808.4
2024-09-02,Monitor,9,1052.28,Toluca,Sr(a). Eduardo de Jesús,9470.52
2025-07-09,Cámara,4,156.9,Puebla,Lic. Nancy Miranda,627.6
2024-09-04,Tablet,6,628.93,Guadalajara,Lic. Abigail Esparza,3773.58
2025-05-02,Audífonos,10,1662.6,Toluca,Dr. Gonzalo Soto,16626.0
2025-02-12,Teclado,9,966.69,Cancún,Claudia Alejandro,8700.210000000001
2024-11-15,Monitor,5,898.7,Querétaro,René Sofía Carrillo Serrato,4493.5
2025-01-31,Tablet,10,1828.96,Toluca,Salma Pilar Díaz Medina,18289.6
2025-06-06,Teclado,4,1480.41,Querétaro,Luisa Casanova Ornelas,5921.64
2025-02-07,Mouse,3,1725.58,Toluca,Ángela Florencia Perales Orozco,5176.74
2025-07-14,Monitor,4,924.54,Guadalajara,Rosalia Rosa Sotelo,3698.16
2025-04-26,Audífonos,1,962.07,Querétaro,José Luis Romero Centeno,962.07
2025-07-03,Laptop,6,374.11,Querétaro,Mitzy Lucía Alonzo Angulo,2244.66
2025-06-10,Teclado,9,1911.0,Toluca,Estefanía Heredia,17199.0
2024-09-27,Cámara,4,1675.87,Querétaro,Wendolin Ruiz Reynoso,6703.48
2025-06-27,Laptop,2,1451.47,Ciudad de México,Alicia Emiliano Portillo,2902.94
2025-06-18,Smartphone,3,989.6,Guadalajara,Amalia Collazo,2968.8
2024-08-22,Laptop,9,1856.26,Monterrey,Eva Negrete,16706.34
2024-11-06,Smartphone,7,1958.55,Puebla,José María Pedroza,13709.85
2025-06-04,Smartphone,5,1179.28,Puebla,Estefanía Serna,5896.4
2024-09-07,Audífonos,5,1289.11,Cancún,Zoé Ceja Gracia,6445.549999999999
2024-12-20,Mouse,2,1797.81,Cancún,Antonia Sauceda González,3595.62
2024-10-19,Audífonos,2,1013.77,Puebla,Ángela Susana Hernádez Romero,2027.54
2025-04-09,Impresora,10,1237.36,Monterrey,María Ana Luisa Pacheco Matías,12373.599999999999
2025-01-03,Laptop,9,1923.4,Puebla,Mtro. Alberto Baeza,17310.600000000002
2024-09-15,Cámara,7,1444.94,Ciudad de México,Esther Lozada Alonzo,10114.58
2025-07-03,Laptop,8,1639.64,Monterrey,Miguel Gollum Casanova,13117.12
2025-02-12,Tablet,9,556.8,Monterrey,Juan Carlos Adriana Hurtado Zarate,5011.2
2024-11-17,Audífonos,3,597.68,Puebla,Jaqueline Huerta,1793.04
2025-01-16,Tablet,5,102.11,Monterrey,Lic. Luz Montañez,510.55
2025-02-28,Tablet,5,1708.4,Toluca,Arcelia Centeno Aparicio,8542.0
2025-08-05,Impresora,2,924.21,Querétaro,Salma Ceballos,1848.42
2024-09-04,Audífonos,2,1192.73,Ciudad de México,Mtro. Pilar Murillo,2385.46
2025-06-04,Laptop,8,1877.06,Guadalajara,Mariana Dalia Castro Razo,15016.48
2024-10-02,Teclado,3,300.29,Ciudad de México,Abelardo Esquivel,900.8700000000001
2025-01-15,Tablet,10,1434.23,Toluca,Mtro. Mariano Meraz,14342.3
2025-03-13,Impresora,10,642.71,Monterrey,Fabiola Salazar,6427.1
2025-05-19,Monitor,7,575.92,Cancún,Fernando Aguayo Valdés,4031.4399999999996
2024-08-31,Teclado,10,1896.86,Cancún,Alma Solís Corrales,18968.6
2025-02-17,Audífonos,2,1404.43,Guadalajara,Liliana Alonso Salgado Ruiz,2808.86
2024-11-14,Monitor,3,1808.93,Puebla,Homero Robles Guerrero,5426.79
2024-12-02,Tablet,2,252.84,Monterrey,Isabel Baca,505.68
2024-10-03,Monitor,9,166.0,Ciudad de México,Sofía Yeni Portillo,1494.0
2024-11-27,Cámara,10,1060.58,Guadalajara,María Luisa Guevara Valles,10605.8
2024-09-12,Impresora,1,202.12,Toluca,Victoria Alemán Angulo,202.12
2025-04-08,Teclado,8,1330.22,Toluca,Miguel Ángel Zambrano de la Crúz,10641.76
2025-04-26,Cámara,9,1462.51,Ciudad de México,Cristobal Francisco Javier Jasso Ordóñez,13162.59
2024-08-13,Mouse,6,473.67,Guadalajara,Gloria Rodrigo Garibay,2842.02
2025-06-12,Mouse,2,731.5,Toluca,Tomás Villegas Contreras,1463.0
2024-08-12,Tablet,10,1854.95,Guadalajara,Pablo Carlos Delgadillo Zambrano,18549.5
2024-09-26,Smartphone,8,1721.55,Cancún,Celia Rivero Alva,13772.4
2025-02-05,Smartphone,9,108.84,Cancún,Rufino Marisol Hernandes,979.5600000000001
2025-01-05,Smartphone,6,773.08,Puebla,Georgina Mercedes Terán Alfaro,4638.4800000000005
2025-01-18,Laptop,5,150.68,Toluca,Sr(a). Olivia Niño,753.4000000000001
2024-08-19,Impresora,3,1713.96,Guadalajara,Abigail Alejandro,5141.88
2024-09-28,Tablet,3,1698.85,Guadalajara,Esperanza César Lara,5096.549999999999
2024-11-20,Audífonos,4,406.43,Puebla,Leonor Roybal Rivero,1625.72
2025-03-22,Impresora,1,696.82,Puebla,Bernardo Inés Escobar,696.82
2024-11-06,Monitor,4,1254.41,Guadalajara,Alejandro Miriam Parra,5017.64
2025-05-19,Laptop,5,525.02,Monterrey,Ing. María Teresa Carmona,2625.1
2025-07-14,Cámara,7,1869.27,Toluca,Sr(a). Patricia Ruelas,13084.89
2025-03-04,Audífonos,5,1761.05,Puebla,Karina Cristina Cortés Mondragón,8805.25
2024-12-09,Smartphone,7,1106.78,Puebla,Sr(a). Jorge Zarate,7747.46
2025-07-27,Impresora,7,1332.06,Ciudad de México,Ing. Maximiliano Benítez,9324.42
2025-04-13,Tablet,10,412.52,Ciudad de México,Silvano Camilo Cruz,4125.2
2025-03-07,Smartphone,5,1580.45,Toluca,María Elena Julio César León,7902.25
2025-05-03,Impresora,5,1765.39,Toluca,Asunción Mascareñas Cabán,8826.95
2024-08-20,Smartphone,7,201.09,Toluca,Mtro. Hilda Jaramillo,1407.63
2025-04-17,Impresora,6,1070.11,Querétaro,María Elena Collazo Razo,6420.66
2024-09-26,Smartphone,7,1213.64,Cancún,María Luisa Armas,8495.480000000001
2024-10-14,Monitor,9,787.33,Cancún,Mtro. Guillermo Cervantes,7085.97
2025-02-15,Tablet,7,785.86,Puebla,Carmen Sofía Adame,5501.02
2025-04-23,Cámara,3,1280.63,Cancún,Alfonso Fierro Galarza,3841.8900000000003
2024-12-14,Tablet,7,1466.57,Ciudad de México,Ing. Reina Sauceda,10265.99
2024-08-17,Tablet,1,1648.56,Guadalajara,Jaime Feliciano,1648.56
2025-06-02,Teclado,4,1480.39,Cancún,Graciela Cardenas Guerrero,5921.56
2025-03-25,Teclado,1,1012.34,Monterrey,Juana Laura Rael Cabrera,1012.34
2025-03-13,Monitor,1,712.49,Cancún,Dr. Mariano Olivo,712.49
2024-08-27,Mouse,1,1419.86,Ciudad de México,Diana Laura Quesada,1419.86
2025-01-05,Smartphone,7,1701.01,Guadalajara,José Eduardo Gerónimo Cisneros Caballero,11907.07
2024-09-12,Monitor,1,741.61,Guadalajara,Guillermina Bernardo Estrada Rodrígez,741.61
2024-12-30,Mouse,7,1836.0,Ciudad de México,Salma Isabel Godínez Bétancourt,12852.0
2025-04-14,Audífonos,5,169.8,Cancún,Mario Olvera Cantú,849.0
2024-12-20,Teclado,3,1420.37,Querétaro,Lorenzo Estela Puente Velásquez,4261.11
2025-03-10,Smartphone,9,1143.06,Ciudad de México,Leonor Darío Pulido,10287.539999999999
2025-01-10,Laptop,9,711.66,Puebla,Irene Escamilla,6404.94
2024-12-14,Cámara,2,1379.61,Puebla,Andrés Peralta Garza,2759.22
2024-08-13,Impresora,8,348.9,Toluca,María Elena Marisol Tamayo Alonzo,2791.2
2025-07-10,Cámara,4,231.67,Cancún,Paulina Liliana Tello Martínez,926.68
2024-08-22,Tablet,2,1979.96,Ciudad de México,Emilia Raúl Cazares,3959.92
2025-07-03,Smartphone,4,1551.17,Querétaro,Gabino Abraham Romo,6204.68
2025-06-22,Mouse,2,1282.4,Cancún,Carmen Roberto Estévez,2564.8
2025-01-07,Tablet,8,1535.86,Guadalajara,Berta Gonzales Tovar,12286.88
2025-02-13,Cámara,8,1324.1,Puebla,Rafaél Citlali Gaytán Castro,10592.8
2024-12-05,Cámara,7,684.2,Querétaro,Gabriela Urías,4789.400000000001
2025-03-05,Tablet,3,1278.64,Cancún,Francisco Javier Beltrán Miramontes,3835.92
2025-03-03,Cámara,3,1052.52,Monterrey,Lucía Graciela Osorio,3157.56
2025-03-29,Monitor,9,310.79,Toluca,Genaro Estefanía Vargas,2797.11
2025-08-02,Audífonos,8,1175.92,Monterrey,Rosario Miramontes,9407.36
2025-02-02,Audífonos,1,1364.47,Guadalajara,Florencia Cruz Guerra,1364.47
2025-03-05,Monitor,1,1893.26,Guadalajara,Claudio Ybarra Arredondo,1893.26
2024-11-04,Audífonos,6,1190.9,Toluca,Aurelio Limón,7145.400000000001
2025-05-11,Teclado,10,1297.93,Ciudad de México,Susana Pamela Báez Montalvo,12979.300000000001
2025-07-23,Mouse,6,1025.14,Puebla,Guadalupe Echeverría,6150.84
2024-09-29,Mouse,8,1801.21,Toluca,Dolores Paz,14409.68
2024-11-04,Teclado,10,848.62,Monterrey,Tania Vanesa Sanches,8486.2
2025-04-13,Cámara,3,111.32,Monterrey,Carmen Esparta Arroyo,333.96
2024-08-31,Mouse,6,1475.01,Querétaro,Zacarías José María Velásquez,8850.06
2025-07-27,Impresora,5,1866.74,Toluca,Maximiliano Godoy Muñoz,9333.7
2024-08-16,Tablet,2,1330.1,Ciudad de México,Ramiro Alfonso Caraballo,2660.2
2025-07-21,Audífonos,1,1492.07,Toluca,Mtro. José Carlos Lebrón,1492.07
2025-02-14,Monitor,4,1251.78,Puebla,Ángela Felipe Luevano Rocha,5007.12
2025-05-29,Monitor,6,1679.51,Guadalajara,Amador Ilse Toledo,10077.06
2024-12-30,Tablet,1,935.92,Ciudad de México,Ing. Octavio Orta,935.92
2025-02-26,Audífonos,1,1538.41,Monterrey,Lic. Catalina Palomino,1538.41
2025-07-11,Mouse,10,517.59,Cancún,Judith Gracia,5175.900000000001
2025-08-02,Impresora,9,319.48,Toluca,Ricardo Velázquez,2875.32
2024-08-26,Impresora,5,1051.66,Querétaro,Catalina Augusto Miranda Hernádez,5258.3
2025-06-18,Cámara,9,1576.41,Cancún,Clara Galván,14187.69
2025-07-26,Impresora,8,858.56,Cancún,María José Irene Montemayor,6868.48
2025-03-26,Tablet,9,1956.09,Querétaro,Amalia Zamora Cabán,17604.809999999998
2025-08-04,Impresora,4,911.93,Guadalajara,Rosario Amalia Solano Godoy,3647.72
2024-12-09,Cámara,5,381.07,Puebla,Miriam Zayas,1905.35
2025-05-09,Audífonos,5,647.7,Querétaro,Ing. Carolina Mendoza,3238.5
2024-11-29,Teclado,3,1678.25,Puebla,Rosario Hernán Solano Villa,5034.75
2025-04-17,Tablet,1,1961.95,Monterrey,Citlali Acuña Jaime,1961.95
2025-06-13,Mouse,6,352.15,Monterrey,Dr. Andrés Montemayor,2112.8999999999996
2025-03-08,Teclado,4,1500.4,Toluca,Eric Emilio Santiago Herrera,6001.6
2025-02-09,Smartphone,4,1037.69,Toluca,Adalberto Mata,4150.76
2025-01-21,Teclado,3,323.21,Toluca,Luis Mario Archuleta,969.6299999999999
2024-11-19,Audífonos,1,1957.48,Querétaro,Virginia Cortés,1957.48
2025-01-06,Laptop,3,282.68,Cancún,Bruno Mena Benavides,848.04
2024-12-21,Monitor,2,1087.42,Querétaro,Lic. Concepción Rael,2174.84
2025-03-27,Mouse,2,1158.94,Guadalajara,Gustavo Pulido Pulido,2317.88
2025-06-17,Smartphone,6,433.2,Ciudad de México,Lic. Leonardo Salgado,2599.2
2025-01-25,Tablet,10,526.52,Toluca,Diego Salvador Puga,5265.2
2024-10-13,Impresora,1,1407.47,Monterrey,Sonia Ortiz Zambrano,1407.47
2025-05-14,Mouse,9,335.65,Monterrey,Rubén Felipe Armenta,3020.85
2025-07-30,Monitor,3,830.64,Toluca,Hermelinda Elizondo Garay,2491.92
2024-10-05,Smartphone,8,1356.93,Querétaro,Inés Guardado,10855.44
2025-03-17,Cámara,10,405.01,Toluca,Guillermina Briones Gamez,4050.1
2024-09-18,Laptop,6,1313.78,Puebla,Ángel Serafín Reynoso Barrientos,7882.68
2025-04-08,Laptop,7,1242.48,Toluca,Antonia Zoé Urías,8697.36
2025-02-10,Impresora,6,471.13,Toluca,Dulce Mateo Serrato,2826.7799999999997
2025-06-28,Teclado,8,1642.98,Querétaro,Dolores Jorge Luis Ríos,13143.84
2025-03-11,Audífonos,3,1408.13,Puebla,Guillermina Pineda Vargas,4224.39
2025-05-22,Monitor,7,890.79,Monterrey,Miriam María Aparicio Valentín,6235.53
2025-01-14,Impresora,4,1859.25,Querétaro,Miguel Ángel Adriana Rosario Barajas,7437.0
2024-09-11,Monitor,9,380.82,Ciudad de México,Mtro. Patricio Madrid,3427.38
2025-07-01,Tablet,9,1177.48,Guadalajara,Lic. Emilio Rosario,10597.32
2025-07-30,Smartphone,1,1008.8,Monterrey,Miguel Ángel Marín Benítez,1008.8
2024-09-21,Smartphone,8,1763.97,Puebla,Jorge Luis Manuel Escobedo Armendáriz,14111.76
2025-04-20,Teclado,5,1994.23,Ciudad de México,Lourdes Miguel Morales Romo,9971.15
2024-09-08,Impresora,3,694.98,Guadalajara,Jorge Luis Noelia Arroyo,2084.94
2025-03-08,Mouse,10,158.86,Toluca,Benjamín Alonso Madera,1588.6000000000001
2025-06-22,Teclado,9,594.95,Cancún,Ing. Nelly Alvarez,5354.55
2024-12-15,Audífonos,3,1599.74,Guadalajara,Dulce María Concepción Roldán,4799.22
2025-04-27,Tablet,6,1499.66,Ciudad de México,Ing. Yuridia Rodrígez,8997.960000000001
2024-09-18,Monitor,3,1553.47,Puebla,Ing. Enrique Alba,4660.41
2025-01-02,Smartphone,7,1432.25,Toluca,Lucía Rivero,10025.75
2024-10-19,Teclado,6,1473.45,Cancún,Lorenzo Verónica Garrido Maestas,8840.7
2025-02-16,Tablet,8,1704.37,Cancún,Sr(a). Bernabé Gaytán,13634.96
2025-07-23,Monitor,10,1269.76,Guadalajara,Alonso Fidel Jiménez Henríquez,12697.6
2024-10-02,Audífonos,6,1626.54,Guadalajara,Ing. Augusto Castro,9759.24
2024-10-05,Tablet,4,1109.73,Cancún,Micaela Óliver Caballero Toledo,4438.92
2024-08-25,Tablet,3,228.54,Querétaro,Elvia Vanesa Almonte Arce,685.62
2024-08-19,Laptop,3,320.76,Ciudad de México,Rufino Marcela Rael Alejandro,962.28
2024-11-17,Smartphone,3,1669.47,Ciudad de México,Bianca Graciela Lovato Piña,5008.41
2025-04-10,Laptop,8,1677.59,Ciudad de México,Ilse Irma Bañuelos,13420.72
2025-03-04,Mouse,9,623.12,Cancún,Luisa Villaseñor Farías,5608.08
2024-09-08,Laptop,3,220.2,Querétaro,Abraham Rubio,660.5999999999999
2024-09-06,Audífonos,9,1235.73,Monterrey,Gilberto Becerra,11121.57
2025-01-05,Laptop,4,1399.62,Guadalajara,Esther Ortiz,5598.48
2025-02-02,Laptop,8,1393.73,Puebla,José Eduardo Lorenzo Benavides Tijerina,11149.84
2025-02-22,Monitor,4,1352.2,Monterrey,Hernán Víctor Domínguez,5408.8
2025-05-19,Laptop,6,1825.86,Puebla,Bernardo Henríquez,10955.16
2025-06-13,Smartphone,7,916.16,Guadalajara,Sr(a). Nayeli Carrero,6413.12
2025-04-03,Tablet,7,1035.14,Ciudad de México,Cristian Georgina Sandoval Guerra,7245.9800000000005
2025-02-18,Laptop,1,105.72,Monterrey,Mariano Zúñiga,105.72
2025-02-23,Smartphone,10,1293.28,Guadalajara,Abril Josefina Aponte Cintrón,12932.8
2024-12-14,Tablet,1,1185.11,Puebla,Alma Eric Castillo de la O,1185.11
2025-01-10,Monitor,6,454.61,Toluca,Lic. Perla Estévez,2727.66
2025-07-31,Smartphone,1,794.5,Ciudad de México,Jorge Luis Guadalupe Chacón Almaraz,794.5
2024-12-11,Cámara,8,134.5,Monterrey,Mariana Espartaco Mireles Concepción,1076.0
2025-03-25,Audífonos,7,940.3,Ciudad de México,Lic. Josefina de la Torre,6582.099999999999
2025-07-20,Audífonos,10,1877.96,Querétaro,Alma Paulina Coronado Sosa,18779.6
2025-05-21,Impresora,9,405.6,Guadalajara,Juana Angélica Salcido Nieto,3650.4
2024-08-27,Mouse,3,1679.8,Toluca,Minerva Elena Barela,5039.4
2025-03-24,Monitor,6,1335.87,Cancún,Daniel Arce,8015.219999999999
2025-06-12,Teclado,5,586.1,Cancún,Lic. Jacinto Escalante,2930.5
2025-02-20,Monitor,3,1818.5,Cancún,Hermelinda Salinas,5455.5
2025-05-25,Audífonos,3,1998.31,Monterrey,Ing. Miguel Olivas,5994.93
2025-04-09,Teclado,6,1258.58,Guadalajara,José Emilio Pilar Carbajal,7551.48
2024-09-17,Impresora,5,1587.28,Cancún,Sara Gustavo Angulo Reséndez,7936.4
2025-02-24,Laptop,5,1822.4,Monterrey,Sergio María del Carmen Prieto Villegas,9112.0
2024-10-25,Mouse,7,1271.75,Monterrey,Ignacio Zacarías Centeno,8902.25
2024-09-06,Cámara,4,1377.37,Querétaro,Dr. Gerónimo Colunga,5509.48
2025-07-26,Smartphone,4,549.55,Toluca,José Manuél Sara Esquivel Cardenas,2198.2
2024-10-31,Impresora,8,1211.93,Cancún,Natalia Salma Torres Paz,9695.44
2025-07-05,Impresora,7,1887.96,Cancún,Conchita Zacarías Negrete Carranza,13215.720000000001
2025-06-08,Monitor,7,1241.13,Ciudad de México,Minerva Sandra Matías,8687.91
2024-11-11,Laptop,8,1954.69,Toluca,Raquel Sanabria Rosas,15637.52
2024-09-29,Cámara,2,216.61,Puebla,Adela Juan Balderas Ulloa,433.22
2025-02-20,Impresora,3,1937.28,Ciudad de México,Barbara Sepúlveda Paredes,5811.84
2025-08-01,Impresora,10,1343.13,Toluca,Catalina Vázquez,13431.300000000001
2025-01-16,Laptop,5,210.04,Guadalajara,Flavio Frida Trejo,1050.2
2024-11-29,Monitor,3,137.07,Querétaro,Omar Rodolfo Galarza,411.21
2025-07-25,Laptop,8,1380.32,Cancún,Susana Minerva Navarro Jáquez,11042.56
2025-04-08,Smartphone,9,1956.76,Toluca,Marisol Monroy Valle,17610.84
2025-05-06,Audífonos,4,166.69,Puebla,Socorro Meza,666.76
2024-11-03,Smartphone,3,1465.93,Querétaro,Camilo Eric Arroyo Correa,4397.79
2025-01-28,Impresora,7,1260.25,Cancún,Manuel Zeferino Salas,8821.75
2025-05-28,Smartphone,3,961.29,Cancún,Citlali Martínez,2883.87
2024-11-13,Smartphone,2,991.06,Guadalajara,Miriam Guajardo Elizondo,1982.12
2024-09-28,Monitor,6,1277.77,Toluca,Olivia Anabel Armas,7666.62
2024-10-21,Audífonos,3,218.17,Cancún,Manuel Ozuna,654.51
2025-01-03,Laptop,7,1122.16,Ciudad de México,Raquel Terán,7855.120000000001
2025-07-28,Audífonos,1,473.84,Guadalajara,Sr(a). Rosa Morales,473.84
2024-12-19,Monitor,6,751.77,Puebla,Cristina Rentería Prado,4510.62
2025-07-18,Smartphone,1,914.77,Monterrey,Berta Sandra Bueno,914.77
2024-11-27,Mouse,4,757.54,Puebla,María Teresa Oswaldo Gamez Alcántar,3030.16
2025-06-13,Smartphone,9,1012.27,Monterrey,Dr. Claudia Echeverría,9110.43
2025-04-03,Teclado,1,270.16,Toluca,Eric Corral,270.16
2025-05-06,Laptop,8,710.5,Ciudad de México,Aurelio Daniela Pacheco,5684.0
2025-05-08,Smartphone,6,1956.26,Guadalajara,Pamela Trinidad Bonilla Venegas,11737.56
2025-02-18,Teclado,2,1611.92,Puebla,Lucía Laboy,3223.84
2024-11-03,Laptop,2,1663.95,Ciudad de México,Violeta Hernán Bernal,3327.9
2025-03-23,Monitor,4,1964.29,Guadalajara,Florencia Saavedra,7857.16
2024-11-12,Audífonos,8,451.78,Guadalajara,Zeferino Esparza Miranda,3614.24
2024-09-13,Teclado,6,686.86,Cancún,Dr. Paulina Vela,4121.16
2025-02-22,Mouse,9,1708.59,Monterrey,Elias Ledesma,15377.31
2024-09-21,Audífonos,8,545.94,Puebla,Gustavo Yuridia Santillán Guardado,4367.52
2024-09-04,Smartphone,5,307.94,Querétaro,Esparta Mateo Sierra,1539.7
2025-04-07,Impresora,2,1055.55,Ciudad de México,Jerónimo Graciela Montez Rincón,2111.1
2025-07-26,Cámara,8,1399.5,Guadalajara,Dr. Cecilia Jaramillo,11196.0
2025-04-13,Impresora,2,830.71,Ciudad de México,Arturo Guadalupe Casanova,1661.42
2025-07-28,Teclado,3,115.31,Guadalajara,Juana Agustín Zamora Verdugo,345.93
2025-04-03,Impresora,4,1862.12,Cancún,Jesús Puga,7448.48
2024-08-27,Tablet,2,1586.23,Toluca,Amador Teresa Tamez,3172.46
2025-06-29,Audífonos,7,1586.54,Ciudad de México,Rocío Itzel Pabón Montaño,11105.779999999999
2025-06-03,Laptop,6,464.93,Guadalajara,Tania Tania Reyna,2789.58
2024-11-29,Mouse,4,1034.25,Cancún,Flavio Cristina Reynoso Adame,4137.0
2025-02-18,Monitor,7,1008.01,Ciudad de México,Luisa Nevárez Prado,7056.07
2025-02-04,Cámara,4,968.56,Cancún,Anel Lomeli,3874.24
2024-08-18,Mouse,10,740.95,Querétaro,Ángel Ruby Ulloa Leiva,7409.5
2025-04-11,Audífonos,10,478.78,Querétaro,Ofelia Arenas Zaragoza,4787.799999999999
2025-08-02,Impresora,5,161.85,Guadalajara,Oswaldo Coronado Lebrón,809.25
2024-08-18,Tablet,5,652.88,Querétaro,Rubén Alfonso Balderas,3264.4
2024-12-07,Laptop,7,1151.21,Querétaro,Paola Valenzuela Velázquez,8058.47
2025-05-28,Tablet,7,272.51,Guadalajara,Leonel Barajas Sánchez,1907.57
2024-11-16,Teclado,1,882.5,Ciudad de México,Yeni Miramontes Peres,882.5
2024-08-31,Impresora,10,1900.57,Toluca,Natalia Alonso de la Crúz Colón,19005.7
2025-05-03,Audífonos,5,632.46,Monterrey,Omar Eric Arroyo,3162.3
2024-11-19,Impresora,6,734.07,Guadalajara,Teodoro Gonzalo Barajas Medina,4404.42
2024-09-10,Mouse,8,1692.36,Querétaro,Marisol Quintero,13538.88
2025-06-05,Tablet,3,1262.9,Cancún,Daniela Serafín Valverde,3788.7000000000003
2024-09-10,Teclado,4,283.79,Monterrey,Lic. Marco Antonio Aguirre,1135.16
2024-12-24,Cámara,10,1322.81,Cancún,Dulce María María Elena Cruz Henríquez,13228.099999999999
2025-05-22,Cámara,3,686.22,Toluca,Ernesto Carlos Barrios Girón,2058.66
2024-10-28,Monitor,1,1478.91,Querétaro,Clemente Arturo Lebrón Fernández,1478.91
2025-07-19,Teclado,3,1203.64,Ciudad de México,Luis Manuel Concepción Chapa,3610.92
2025-01-30,Audífonos,6,1862.15,Puebla,Paulina Emilia Frías,11172.900000000001
2024-09-30,Cámara,3,1211.93,Guadalajara,Teresa Roque Trejo,3635.79
2025-02-21,Cámara,2,1412.88,Toluca,Mónica Ricardo Meza Bétancourt,2825.76
2025-07-06,Teclado,2,1409.82,Puebla,Dr. Estela Patiño,2819.64
2025-08-03,Laptop,6,310.59,Toluca,Felipe Barrios Ontiveros,1863.54
2025-04-11,Teclado,9,293.0,Monterrey,María Cristina Escobar,2637.0
2024-09-21,Tablet,10,492.83,Cancún,José María Micaela Aponte,4928.3
2024-08-07,Smartphone,5,171.37,Ciudad de México,Gabino Patricia Lozano Almonte,856.85
